N_EXPEDIEN;F_EXPEDIEN;CALLE;ALTURA;DIRECCION;SMP;M2;FECHA_ESTA;DESTINO;ZONIFICACI;TIPO_OBRA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO;LAT;LNG
1.298.776/2009;21/10/2009 00:00;BLANCO ENCALADA;5690;BLANCO ENCALADA 5690;051-008-021;1163.58;17/5/2011 00:00;;;OBRA NUEVA;VILLA URQUIZA;COMUNA 12;1431;C1431CDZ;-34.57985519888467;-58.493609929655555
10.550.564/2016;21/10/2009 00:00;OLAZABAL;1541;OLAZABAL 1541;025-065-009B;6030.96;18/4/2012 00:00;;;OBRA NUEVA;BELGRANO;COMUNA 13;1428;C1428DGG;-34.5551051719993;-58.4497908201536
10.550.564/2016;21/10/2009 00:00;OLAZABAL;1541;OLAZABAL 1541;025-065-009B;6030.96;31/8/2017 00:00;;;OBRA NUEVA;BELGRANO;COMUNA 13;1428;C1428DGG;-34.5551051719993;-58.4497908201536
1.304.762/2009;22/10/2009 00:00;CERETTI;3379;CERETTI 3379;063-058-011;330.41;13/6/2011 00:00;;;OBRA NUEVA;VILLA URQUIZA;COMUNA 12;1431;C1431ELS;-34.56952020281192;-58.499994750559395
1.306.451/2009;22/10/2009 00:00;GARCIA, TEODORO;2946;GARCIA, TEODORO 2946;037-095-015;3703.78;19/1/2012 00:00;;;OBRA NUEVA;COLEGIALES;COMUNA 13;1426;C1426DND;-34.574930435802585;-58.449186469638924
1.306.487/2009;22/10/2009 00:00;ACHA, MARIANO, GRAL.;3302;ACHA, MARIANO, GRAL. 3302;053-069A-020A;143.2;25/7/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA URQUIZA;COMUNA 12;1430;C1430DVP;-34.56297879423172;-58.48552734971789
1.312.103/2009;23/10/2009 00:00;ALVAREZ THOMAS AV.;702;ALVAREZ THOMAS AV. 702;037-016-001A;1920.22;6/7/2011 00:00;;;DEMOLICION TOTAL Y OBRA;CHACARITA;COMUNA 15;1427;C1427CCU;-34.58013547977223;-58.45240059947502
1.310.401/2009;23/10/2009 00:00;OROÑO, NICASIO;2390;OROÑO, NICASIO 2390;059-122-029;161.47;19/4/2011 00:00;;;OBRA NUEVA;PATERNAL;COMUNA 15;1416;C1416BZZ;-34.59929795782132;-58.460148660919494
1.323.192/2009;27/10/2009 00:00;HUBAC;6253;HUBAC 6253;078-130-025;148.80;7/11/2012 00:00;;;;VILLA LUGANO;COMUNA 8;1439;C1439BQE;-34.66745073203679;-58.48904527511035
1.329.131/2009;28/10/2009 00:00;DE LA ROSA, JOSE I., DR.;6108;DE LA ROSA, JOSE I., DR. 6108;078-142-002;204.32;22/11/2011 00:00;;;OBRA NUEVA;VILLA LUGANO;COMUNA 8;1439;C1439BUJ;-34.66553075346829;-58.48910251736155
1.337.245/2009;29/10/2009 00:00;CONCORDIA;2243;CONCORDIA 2243;081-122C-024;549.50;14/9/2012 00:00;;;OBRA NUEVA;VILLA DEL PARQUE;COMUNA 11;1417;C1417AIC;-34.6107593042905;-58.49385177200667
1.337.282/2009;29/10/2009 00:00;FRANCO;3144;FRANCO 3144;075-004-006;555.63;6/1/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA PUEYRREDON;COMUNA 12;1419;C1419FIH;-34.583477835538666;-58.50969468891309
1.337.282/2009;29/10/2009 00:00;FRANCO;3144;FRANCO 3144;075-004-006;555.63;24/1/2012 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA PUEYRREDON;COMUNA 12;1419;C1419FIH;-34.583477835538666;-58.50969468891309
1.334.664/2009;29/10/2009 00:00;CONCORDIA;659;CONCORDIA 659;077-144-011;1321.93;4/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;FLORESTA;COMUNA 10;1407;C1407DIK;-34.62522791943959;-58.47886609677411
1.334.664/2009;29/10/2009 00:00;CONCORDIA;659;CONCORDIA 659;077-144-011;1321.93;24/4/2012 00:00;;;DEMOLICION TOTAL Y OBRA;FLORESTA;COMUNA 10;1407;C1407DIK;-34.62522791943959;-58.47886609677411
1.339.917/2009;30/10/2009 00:00;GURRUCHAGA;431;GURRUCHAGA 431;047-174-008;13.00;3/5/2013 00:00;COMERCIO;R2A II;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA CRESPO;COMUNA 15;1414;C1414DHI;-34.59784238013869;-58.44232918917521
1.357.674/2009;4/10/2009 00:00;VALLE;1157;VALLE 1157;042-090-012G;2177.09;10/10/2012 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1406;C1406GTA;-34.62524870249017;-58.44400788142877
1.357.528/2009;4/11/2009 00:00;BARCO CENTENERA DEL;438;BARCO CENTENERA DEL 438;040-036B-015;42.59;24/11/2011 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1424;C1424AMJ;-34.62429521970716;-58.440637131942246
1.358.307/2009;4/11/2009 00:00;CORDOBA AV.;2973;CORDOBA AV. 2973;015-113-019;1028.27;26/6/2012 00:00;;;DEMOLICION TOTAL Y OBRA;RECOLETA;COMUNA 2;1187;C1187AAD;-34.597992471274736;-58.408976911000316
1.363.259/2009;5/11/2009 00:00;PACHECO;2138;PACHECO 2138;051-057-036;1610.66;6/9/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431FIH;-34.575436248713466;-58.482179910018516
1.370.696/2009;6/11/2009 00:00;DE LOS INCAS AV.;3843;DE LOS INCAS AV. 3843;049-109-021;0.64;7/1/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA ORTUZAR;COMUNA 15;1427;C1427DND;-34.57674892309113;-58.46650440619427
1.375.958/2009;9/11/2009 00:00;ANTEZANA;68;ANTEZANA 68;047-110-007;8.55;23/4/2014 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA CRESPO;COMUNA 15;1414;C1414EEB;-34.60326229229581;-58.44227452535964
1.376.665/2009;9/11/2009 00:00;DORREGO AV.;946;DORREGO AV. 946;033-007-041B;3.212,44;27/9/2012 00:00;;;DEMOLICION TOTAL Y OBRA;CHACARITA;COMUNA 15;1414;C1414CKR;-34.59028986139327;-58.446561734391416
1.385.210/2009;11/11/2009 00:00;DEL LIBERTADOR AV.;6802;DEL LIBERTADOR AV. 6802;027-094-001A;102.66;15/9/2011 00:00;MULTIVIVIENDA;R2A I;DEMOLICION TOTAL Y OBRA;NUÑEZ;COMUNA 13;1429;C1429BMO;-34.54945014811809;-58.45428714265707
1.385.210/2009;11/11/2009 00:00;DEL LIBERTADOR AV.;6802;DEL LIBERTADOR AV. 6802;027-094-001A;102.66;7/1/2013 00:00;MULTIVIVIENDA;R2A I;DEMOLICION TOTAL Y OBRA;NUÑEZ;COMUNA 13;1429;C1429BMO;-34.54945014811809;-58.45428714265707
1.385.210/2009;11/11/2009 00:00;DEL LIBERTADOR AV.;6802;DEL LIBERTADOR AV. 6802;027-094-001A;102.66;26/2/2013 00:00;MULTIVIVIENDA;R2A I;DEMOLICION TOTAL Y OBRA;NUÑEZ;COMUNA 13;1429;C1429BMO;-34.54945014811809;-58.45428714265707
1.385.876/2009;11/11/2009 00:00;MEXICO;3995;MEXICO 3995;036-077-013A;207.50;26/7/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;ALMAGRO;COMUNA 5;1223;C1223ACC;-34.620129359750095;-58.42221855355372
1.382.222/2009;10/11/2009 00:00;HIDALGO;1620;HIDALGO 1620;047-075-029;-;7/6/2011 00:00;;;AVISO DE OBRA;VILLA CRESPO;COMUNA 15;1414;C1414CAP;-34.602708500906395;-58.4452039843507
1.386.662/2009;11/11/2009 00:00;MARECHAL, LEOPOLDO;982;MARECHAL, LEOPOLDO 982;045-010-001A;1.751,00;18/3/2013 00:00;MULTIVIVIENDA;E3;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1405;C1405BMD;-34.60683385950159;-58.43841383004966
1.387.028/2009;11/11/2009 00:00;ESTADO PLURINACIONAL DE BOLIVIA;2927;ESTADO PLURINACIONAL DE BOLIVIA 2927;069-060-020;1.535.14;13/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417DDA;-34.60027082328999;-58.4852975121932
1.391.807/2009;12/11/2009 00:00;PALACIOS, ALFREDO L.;1342;PALACIOS, ALFREDO L. 1342;010-042-005;1.476,69;30/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;BARRACAS;COMUNA 4;1296;C1296AAB;-34.64401085483552;-58.36943404200418
1.392.918/2009;12/11/2009 00:00;ALVAREZ THOMAS AV.;1546;ALVAREZ THOMAS AV. 1546;049-121-027;104.67;7/2/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA ORTUZAR;COMUNA 15;1427;C1427CDP;-34.57863076311819;-58.464016399274094
1.402.643/2009;16/11/2009 00:00;NICARAGUA;5765;NICARAGUA 5765;035-074-019;1.270.17;3/3/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1414;C1414BWG;-34.58031553922628;-58.43513162606902
1.405.931/2009;17/11/2009 00:00;BERMUDEZ;3015;BERMUDEZ 3015;087-055-016;592.10;1/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEVOTO;COMUNA 11;1417;C1417BWW;-34.61259454168987;-58.5184226542744
1.414.250/2009;18/11/2009 00:00;MOLIERE;367;MOLIERE 367;095-056-012A;345.82;10/6/2013 00:00;MULTIVIVIENDA;R2B II;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA LURO;COMUNA 10;1407;C1407BTE;-34.634620765924005;-58.502709057717944
1.414.250/2009;18/11/2009 00:00;MOLIERE;367;MOLIERE 367;095-056-012A;345.82;20/3/2015 00:00;MULTIVIVIENDA;R2B II;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA LURO;COMUNA 10;1407;C1407BTE;-34.634620765924005;-58.502709057717944
1.414.581/2009;18/11/2009 00:00;CALVO, CARLOS;901;CALVO, CARLOS 901;014-073-025;-;17/9/2012 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;CONSTITUCION;COMUNA 1;1102;C1102AAS;-34.619696597894084;-58.37881982141702
1.417.761/2009;19/11/2009 00:00;AYACUCHO;1627;AYACUCHO 1627;011-081-013;1397.56;7/1/2011 00:00;;;DEMOLICION TOTAL Y OBRA;RECOLETA;COMUNA 2;1112;C1112AAC;-34.59064836678167;-58.39253350033754
1.417.761/2009;19/11/2009 00:00;AYACUCHO;1627;AYACUCHO 1627;011-081-013;1397.56;20/9/2011 00:00;;;DEMOLICION TOTAL Y OBRA;RECOLETA;COMUNA 2;1112;C1112AAC;-34.59064836678167;-58.39253350033754
1.419.620/2009;19/11/2009 00:00;USPALLATA;676;USPALLATA 676;008-028-007;1.127.90;2/9/2011 00:00;;;OBRA NUEVA;BARRACAS;COMUNA 4;1143;C1143ACF;-34.63075744645482;-58.373216041629824
1.422.229/2009;20/11/2009 00:00;ESTADO DE PALESTINA;815;ESTADO DE PALESTINA 815;017-061-022;1.159.90;12/6/2012 00:00;;;OBRA NUEVA;ALMAGRO;COMUNA 5;1182;C1182ADG;-34.60116172979655;-58.42537889739195
1.429.691/2009;23/11/2009 00:00;GURRUCHAGA;1139;GURRUCHAGA 1139;031-078-005;315.33;14/6/2011 00:00;COMERCIO;R2B I;DEMOLICION TOTAL Y OBRA;VILLA CRESPO;COMUNA 15;1414;C1414DHW;-34.59267683150531;-58.43433553434752
1.429.691/2009;23/11/2009 00:00;GURRUCHAGA;1139;GURRUCHAGA 1139;031-078-005;315.33;22/10/2014 00:00;COMERCIO;R2B I;DEMOLICION TOTAL Y OBRA;VILLA CRESPO;COMUNA 15;1414;C1414DHW;-34.59267683150531;-58.43433553434752
1.430.155/2009;23/11/2009 00:00;JUAREZ, BENITO;2026;JUAREZ, BENITO 2026;085-046A-029;162.29;20/1/2012 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;MONTE CASTRO;COMUNA 10;1407;C1407CRH;-34.621040578021244;-58.50393502897939
1.434.187/2009;24/11/2009 00:00;DEL LIBERTADOR AV.;5680;DEL LIBERTADOR AV. 5680;023-127-010;55.73;7/11/2011 00:00;;;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1426;C1426BXR;-34.5598716324478;-58.445336738351145
1.436.485/2009;24/11/2009 00:00;CAPDEVILA;3017;CAPDEVILA 3017;063-130-024A;740.38;19/4/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431FKG;-34.56959319012385;-58.49039079519792
1.439.856/2009;25/11/2009 00:00;SUPERI;4427;SUPERI 4427;043-062-015;495.86;27/2/2013 00:00;MULTIVIVIENDA;R2B I;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;SAAVEDRA;COMUNA 12;1430;C1430FGG;-34.547531012950856;-58.48294778468367
1.439.921/2009;25/11/2009 00:00;CASTRO BARROS AV.;496;CASTRO BARROS AV. 496;036-116-013;1.924.52;19/10/2011 00:00;;;DEMOLICION TOTAL Y OBRA;ALMAGRO;COMUNA 5;1178;C1178AAJ;-34.61745329584847;-58.419626942241855
1.442.223/2009;25/11/2009 00:00;CIUDAD DE LA PAZ;1125;CIUDAD DE LA PAZ 1125;037-153-020B;2.070.35;28/2/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;COLEGIALES;COMUNA 13;1426;C1426AGU;-34.56941720174857;-58.44956573775106
1.446.763/2009;26/11/2009 00:00;SIMBRON;3691;SIMBRON 3691;081-104-028C;80.01;28/3/2012 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417EVC;-34.603260448621725;-58.50302212129422
1.447.535/2009;26/11/2009 00:00;DEL LIBERTADOR AV.;7904;DEL LIBERTADOR AV. 7904;029-098A-010B;1.436.35;20/3/2013 00:00;COMERCIO;R2A I;DEMOLICION TOTAL Y OBRA;NUÑEZ;COMUNA 13;1429;C1429BMZ;-34.542015445883806;-58.4627851372125
1.450.280/2009;27/11/2009 00:00;AVALOS;1947;AVALOS 1947;051-051-020;4.444.47;13/7/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431DPK;-34.57887612777499;-58.48235068320925
1.450.280/2009;27/11/2009 00:00;AVALOS;1947;AVALOS 1947;051-051-020;4.444.47;23/6/2014 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431DPK;-34.57887612777499;-58.48235068320925
1.452.367/2009;30/11/2009 00:00;PILAR;1458;PILAR 1458;074-094-018;1.033.43;1/6/2011 00:00;;;DEMOLICION TOTAL Y OBRA;MATADEROS;COMUNA 9;1440;C1440FMH;-34.6536447255649;-58.5098006130384
1.452.411/2009;30/11/2009 00:00;ALVAREZ JONTE AV.;3591;ALVAREZ JONTE AV. 3591;081-121A-040;4.650.90;11/1/2011 00:00;;;OBRA NUEVA;VILLA DEL PARQUE;COMUNA 11;1407;C1407GOC;-34.61264775413293;-58.49208102818424
1.454.335/2009;30/11/2009 00:00;ALVAREZ JONTE;215;ALVAREZ JONTE 215;057-040-017;181.86;3/1/2011 00:00;;;DEMOLICION TOTAL Y OBRA;;;;;;
1.461.692/2009;1/12/2009 00:00;LEGUIZAMON, MARTINIANO;1058;LEGUIZAMON, MARTINIANO 1058;074-117-013;136.10;17/6/2014 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;LINIERS;COMUNA 9;1408;C1408GWV;-34.64906802898453;-58.51312581171721
1.463.693/2009;1/12/2009 00:00;CESPEDES;3230;CESPEDES 3230;037-050-014H;3.698.25;21/11/2011 00:00;;;OBRA NUEVA;COLEGIALES;COMUNA 13;1426;C1426DVH;-34.576658495861196;-58.45342667383911
1.467.333/2009;2/12/2009 00:00;NICARAGUA;5865;NICARAGUA 5865;035-075-024;1.428.97;15/4/2011 00:00;;;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1414;C1414BWI;-34.579555468818526;-58.43619504087352
1.470.034/2009;2/12/2009 00:00;CASTRO;1422;CASTRO 1422;036-088-014;1.091.17;23/10/2012 00:00;;;OBRA NUEVA;BOEDO;COMUNA 5;1237;C1237AAH;-34.629626633210776;-58.41934080232874
1.473.542/2009;3/12/2009 00:00;SAN LUIS;3181;SAN LUIS 3181;013-064-025;1951.64;7/11/2013 00:00;;;OBRA NUEVA;BALVANERA;COMUNA 3;1186;C1186ACI;-34.59936659973489;-58.41017223053847
1.474.646/2009;3/12/2009 00:00;FRAGATA PRES. SARMIENTO;506;FRAGATA PRES. SARMIENTO 506;057-077-025;99.96;15/1/2013 00:00;UNIVIVIENDA;R2B I;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;CABALLITO;COMUNA 6;1405;C1405APD;-34.61781853119469;-58.45082219776367
1.478.812/2009;4/12/2009 00:00;PERGAMINO;877;PERGAMINO 877;054-186-024;78.46;9/6/2011 00:00;;;OBRA NUEVA;PARQUE AVELLANEDA;COMUNA 9;1406;C1406FHQ;-34.64168960087953;-58.47039267207217
1.478.756/2009;4/12/2009 00:00;ROJAS;730;ROJAS 730;045-024-038A;5413.24;9/4/2013 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;CABALLITO;COMUNA 6;1405;C1405ABL;-34.61242215254733;-58.445036995692405
1.479.078/2009;4/12/2009 00:00;ALVAREZ THOMAS AV.;3123;ALVAREZ THOMAS AV. 3123;053-028-012;1296.46;3/3/2011 00:00;;;OBRA NUEVA;VILLA URQUIZA;COMUNA 12;1431;C1431FOI;-34.571825404063404;-58.4827262041063
1.481.244/2009;4/12/2009 00:00;TERRERO;1281;TERRERO 1281;059-034-008;1260.89;26/5/2014 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA GRAL. MITRE;COMUNA 11;1416;C1416BMC;-34.61327629324397;-58.46281251178855
1.481.050/2009;4/12/2009 00:00;CURAPALIGUE;61;CURAPALIGUE 61;042-021-042;2755.40;6/9/2012 00:00;;;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406DAA;-34.62630641719783;-58.45371860873245
1.481.946/2009;4/12/2009 00:00;HEREDIA;867;HEREDIA 867;049-134-012;1.955.14;10/4/2013 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA ORTUZAR;COMUNA 15;1427;C1427CNM;-34.58325496249036;-58.463368041352744
1.485.855/2009;7/12/2009 00:00;TACUARI;478;TACUARI 478;002-004-022;1379.30;11/4/2011 00:00;;;OBRA NUEVA;MONSERRAT;COMUNA 1;1071;C1071AAJ;-34.61385590736062;-58.378961128195456
1.487.079/2009;7/12/2009 00:00;CASTILLO, RAMON S., PRES. AV.;350;CASTILLO, RAMON S., PRES. AV. 350;003-074D-0000;31.060,14;13/5/2014 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;RETIRO;COMUNA 1;1104;C1104AMP;-34.58304900925732;-58.37065659004206
1.490.264/2009;9/12/2009 00:00;BUCARELLI;945;BUCARELLI 945;061-028-005B;476.42;29/11/2011 00:00;;;OBRA NUEVA;PARQUE CHAS;COMUNA 15;1427;C1427BDA;-34.59020572879222;-58.47548886383562
1.497.159/2009;10/12/2009 00:00;GODOY CRUZ;2201;GODOY CRUZ 2201;019-097-0000;35366.22;7/8/2015 00:00;;;OBRA NUEVA;PALERMO;COMUNA 14;1425;C1425FQA;-34.58334728098518;-58.42929287479663
1.497.231/2009;10/12/2009 00:00;BURELA;2323;BURELA 2323;051-021-018A;1044.01;17/5/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431EGU;-34.57817223915023;-58.49141759556139
1.499.064/2009;10/12/2009 00:00;LLAVALLOL;4616;LLAVALLOL 4616;083-199-034;1.118.19;14/12/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEVOTO;COMUNA 11;1419;C1419AKN;-34.59099522224862;-58.50827158408655
1.509.099/2009;14/12/2009 00:00;GRANADEROS;792;GRANADEROS 792;065-116-001;772.21;27/3/2012 00:00;;;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406BDN;-34.618789905139714;-58.46333530801248
1.510.348/2009;14/12/2009 00:00;CASTILLO, CATULO;3072;CASTILLO, CATULO 3072;032-102-008K;4751.29;11/4/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;PARQUE PATRICIOS;COMUNA 4;1261;C1261ACP;-34.6350493792897;-58.40719600177113
1.510.458/2009;14/12/2009 00:00;GAMARRA;1846;GAMARRA 1846;051-050B-023;1194.98;28/4/2011 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431FFH;-34.57958508900964;-58.48088966053576
1.510.718/2009;14/12/2009 00:00;CORVALAN;3448;CORVALAN 3448;066-062-011;8.24;15/4/2011 00:00;;;OBRA NUEVA;VILLA LUGANO;COMUNA 8;1439;C1439EWV;-34.66938430089622;-58.47041601086951
1.513.898/2009;15/12/2009 00:00;DE LA TORRE, LISANDRO;39;DE LA TORRE, LISANDRO 39;072-099A-023A;-;26/9/2012 00:00;;;AVISO DE OBRA;LINIERS;COMUNA 9;1408;C1408GTA;-34.6393806549763;-58.521273408443236
1.515.903/2009;15/12/2009 00:00;NAZCA AV.;3002;NAZCA AV. 3002;071-033-020;4507.77;7/8/2013 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417CVN;-34.601595466770966;-58.48993797575721
1.516.216/2009;15/12/2009 00:00;BONORINO, ESTEBAN, CNEL. AV.;124;BONORINO, ESTEBAN, CNEL. AV. 124;048-134-010;0.00;11/4/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;FLORES;COMUNA 7;1406;C1406DMD;-34.629470897754686;-58.459121935604166
1.519.484/2009;16/12/2009 00:00;ALVAREZ THOMAS AV.;788;ALVAREZ THOMAS AV. 788;037-016-009A;3544.00;13/3/2013 00:00;MULTIVIVIENDA;C3 II;OBRA NUEVA;CHACARITA;COMUNA 15;1427;C1427CCU;-34.57985992284075;-58.453259775443684
1.521.193/2009;16/12/2009 00:00;ACASSUSO;5340;ACASSUSO 5340;060-085-004;125.75;22/5/2012 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA LURO;COMUNA 10;1408;C1408FDF;-34.64062067392595;-58.504910094613585
1.521.152/2009;16/12/2009 00:00;MORON;4455;MORON 4455;077-057-020A;93.75;29/12/2011 00:00;;;OBRA NUEVA;VELEZ SARSFIELD;COMUNA 10;1407;C1407ENW;-34.629715566231084;-58.492014404257866
1.521.312/2009;16/12/2009 00:00;MENDEZ DE ANDES;1939;MENDEZ DE ANDES 1939;057-007-026;2114.89;25/7/2011 00:00;;;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406FUK;-34.62003789014815;-58.460276109690945
1.525.688/2009;17/12/2009 00:00;THORNE;1457;THORNE 1457;044-094-011;101.96;23/4/2014 00:00;;;OBRA NUEVA;PARQUE CHACABUCO;COMUNA 7;1406;C1406CZI;-34.6390771302187;-58.445228498963296
1.527.104/2009;17/12/2009 00:00;GAVILAN;4561;GAVILAN 4561;073-085-013;1.386.61;23/10/2012 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA PUEYRREDON;COMUNA 12;1419;C1419ENU;-34.582530586533224;-58.4931486511035
1.532.285/2009;18/12/2009 00:00;FALCON, RAMON L.,CNEL.;2944;FALCON, RAMON L.,CNEL. 2944;048-036-003;2449.19;4/4/2011 00:00;;;DEMOLICION TOTAL Y OBRA;FLORES;COMUNA 7;1406;C1406GOH;-34.632435072209745;-58.469747556547944
1.532.849/2009;18/12/2009 00:00;BERMUDEZ;2896;BERMUDEZ 2896;087-038-001;51.98;4/4/2012 00:00;;;OBRA NUEVA;VILLA DEVOTO;COMUNA 11;1417;C1417BWT;-34.61363657254872;-58.517180277060525
1.536.756/2009;21/12/2009 00:00;MARTINEZ, ENRIQUE, GRAL.;1081;MARTINEZ, ENRIQUE, GRAL. 1081;037-053-021;30.36;26/3/2012 00:00;;;DEMOLICION TOTAL Y OBRA;COLEGIALES;COMUNA 13;1426;C1426BBQ;-34.5761138154746;-58.45634232713052
1.537.597/2009;21/12/2009 00:00;ESTADOS UNIDOS;2358;ESTADOS UNIDOS 2358;022-002B-004;1248.42;27/2/2013 00:00;MULTIVIVIENDA;R2A II;OBRA NUEVA;SAN CRISTOBAL;COMUNA 3;1227;C1227ABL;-34.61970847761571;-58.39946956262434
1.541.999/2009;22/12/2009 00:00;QUIRNO COSTA, NORBERTO, DR.;1221;QUIRNO COSTA, NORBERTO, DR. 1221;015-127-012;1.774.30;19/6/2013 00:00;MULTIVIVIENDA;R2A I;DEMOLICION TOTAL Y OBRA;RECOLETA;COMUNA 2;1425;C1425ETA;-34.595389988834334;-58.405380498779756
1.542.169/2009;22/12/2009 00:00;GUARDIA VIEJA;3426;GUARDIA VIEJA 3426;013-041-003;1.387.81;22/6/2011 00:00;;;OBRA NUEVA;ALMAGRO;COMUNA 5;1192;C1192AAD;-34.60245131787575;-58.4132004324373
1.543.859/2009;22/12/2009 00:00;ROCAMORA;4566;ROCAMORA 4566;017-020-004;16.93;4/8/2011 00:00;;;;ALMAGRO;COMUNA 5;1184;C1184ABL;-34.59905917584938;-58.42861884129998
6.278.516/2015;22/12/2009 00:00;SASTRE, MARCOS;3244;SASTRE, MARCOS 3244;081-161-006;4.723.76;18/11/2014 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA DEL PARQUE;COMUNA 11;1417;C1417FYN;-34.605982997531065;-58.4923533042116
12.124.580/2016;22/12/2009 00:00;SANCHEZ;2043;SANCHEZ 2043;059-054-017;0.00;6/6/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA GRAL. MITRE;COMUNA 11;1416;C1416BQG;-34.60497133462374;-58.46710842396148
12.124.580/2016;22/12/2009 00:00;SANCHEZ;2043;SANCHEZ 2043;059-054-017;0.00;4/4/2017 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA GRAL. MITRE;COMUNA 11;1416;C1416BQG;-34.60497133462374;-58.46710842396148
1.548.580/2009;23/12/2009 00:00;CARRANZA, ANGEL JUSTINIANO;1175;CARRANZA, ANGEL JUSTINIANO 1175;033-045-013;330.40;3/1/2011 00:00;;;DEMOLICION TOTAL Y OBRA;CHACARITA;COMUNA 15;1414;C1414COE;-34.587075015386226;-58.44363283147399
1.549.408/2009;23/12/2009 00:00;REMEDIOS;5344;REMEDIOS 5344;062-060-005;113.85;7/2/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;MATADEROS;COMUNA 9;1440;C1440AXL;-34.65470015428403;-58.491698125495795
1.550.869/2009;23/12/2009 00:00;BONPLAND;2273;BONPLAND 2273;035-100-013;1.785.46;14/5/2013 00:00;HOTELERIA Y ALOJAMIENTO;U20;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1425;C1425FWC;-34.57895459375932;-58.432227113779085
1.557.188/2009;28/12/2009 00:00;BEIRO, FRANCISCO AV.;5368;BEIRO, FRANCISCO AV. 5368;093-196-011;252.87;15/4/2011 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA REAL;COMUNA 10;1419;C1419IAP;-34.61463970567653;-58.52582854492179
